<<<<<<< HEAD
policy_entropy,episode_length,PMM:episode_rewards,value_loss,epoch_idx,frames,P09:episode_rewards,policy_loss,explained_variance,grad_norm,advantage_norm,P01:episode_rewards,fps
1.261511487290263,24000,0.25569585083506235,1175,0.014797991087652918,3.1000000000000085,1.3673906981945039,184.59,0.0,0.0004222787174512632,1.51,3,-0.0325819593667984
1.1000203418731689,32000,0.22197436142340535,1170,0.01177664621376607,3.0,1.3651780080795288,178.41,0.0,0.0011966803768882527,1.35,4,-0.006051737070083618
1.3525376748293638,40000,0.3579944065275257,1180,0.018266233734975684,3.0,1.359477972984314,171.71,0.0,0.00044588475459022447,1.16,5,-0.0758341634273529
1.0635167734324933,48000,0.25454670584402955,1180,0.011332095286343246,3.0,1.3597292113304138,170.61,0.0,0.0038406355294864623,1.11,6,0.0021685123443603515
1.1582944506406785,56000,0.29948843640638856,1188,0.012462016891731764,3.0,1.364113507270813,172.89,0.0,0.0033969718861044385,1.15,7,-0.09159298002719879
1.1958117441833018,64000,0.27847119169404844,1200,0.01215002597979037,3.0,1.3649032294750214,174.36,0.0,-0.00021126792475115508,1.17,8,-0.10021742522716522
1.1125064703822136,72000,0.2805795678996792,1196,0.010060547619941644,3.0,1.374720492362976,174.94,0.0,0.00010926248098257928,1.15,9,0.1717655622959137
1.4080024430155753,80000,0.35800822213673916,1201,0.01513507291849237,4.0,1.376110770702362,184.98,0.0,-0.0009603686386253685,1.45,10,0.4312120389938354
1.1292569802701473,88000,0.2976216577335482,1195,0.01101062732966966,4.0,1.3338021075725555,181.62,0.0,-0.004394416522954998,1.42,11,0.2726518112421036
1.2660467901825905,96000,0.34028040997492454,1196,0.012169778952375055,3.0,1.3442997348308563,177.04,0.0,-0.0018413451944070403,1.26,12,0.44977183938026427
1.351145472228527,104000,0.3911876169253108,1196,0.013347072929609566,4.0,1.376327018737793,182.95,0.0,-0.0034629307221621273,1.36,13,0.6050078457593918
1.369180677831173,112000,0.41598752863414384,1193,0.013503358219750225,4.0,1.3642370355129243,185.98,0.0,-0.004347845168958884,1.38,14,0.6516767340898514
1.2620323440432548,120000,0.37388461089352476,1198,0.011478908860008233,5.0,1.3423510384559632,190.64,0.0,-0.001664528512628749,1.5,15,0.7243845272064209
1.174392931163311,128000,0.349427394422158,1198,0.00972118672216311,5.0,1.3652705335617066,192.65,0.0,-0.001426571822958067,1.63,16,0.8070919609069824
1.3484062215685844,136000,0.5024358691530769,1201,0.013507111973594874,5.0,1.36393284201622,197.2,0.0,-0.004436522133473773,1.78,17,0.8300053852796555
1.2425505349040031,144000,0.3606246476940075,1201,0.010985109077300876,5.0,1.3739776837825775,198.14,0.0,-0.0015204606465704274,1.81,18,0.8252386337518692
0.9971768373250961,152000,0.3014416003656975,1201,0.006956184828304686,5.0,1.3543522906303407,191.85,0.0,-0.0016545085531834047,1.69,19,0.8921735435724258
1.0609273198246956,160000,0.2915871720844861,1201,0.009524585257750004,5.0,1.3498031210899353,190.28,0.0,-0.0016445723580545747,1.68,20,0.8407254081964493
0.9051828518509865,168000,0.2655446626469057,1204,0.00596099897462409,4.0,1.3650035750865936,190.11,0.0,-0.001074079065438127,1.57,21,0.9280883020162582
0.8749921575188637,176000,0.2728063908807678,1205,0.0058517734301858585,4.1000000000000085,1.3401277017593385,187.85,0.0,-0.002102706384321209,1.48,22,0.9205001473426819
0.9686096853017807,184000,0.2746448839765373,1206,0.007551410760497674,5.0,1.3409876382350923,194.77,0.0,-0.0007383186888182536,1.71,23,0.8963079178333282
0.8467071574926376,192000,0.25586662161433354,1207,0.005504937973455526,5.0,1.3417093980312347,203.53,0.0,-0.0008493608242133632,2.02,24,0.9551702123880387
0.8112062382698059,200000,0.21055167904691427,1210,0.004930559497443028,5.0,1.3469413673877717,212.41,0.0,-0.0003365504534303909,2.27,25,0.951689345240593
0.7847081831097603,208000,0.2127404601526908,1212,0.0046300227870233355,5.0,1.3347140300273894,203.79,0.0,-0.0011512584370575495,2.08,26,0.9557698130607605
0.709558277130127,216000,0.19105789340248563,1214,0.0038298271267558446,5.0,1.3254806697368622,193.25,0.0,-0.0011302188973058946,1.74,27,0.9616750055551528
0.6930027367174625,224000,0.18180239098720008,1215,0.003787716583465226,5.0,1.3241081035137177,192.86,0.0,-0.0010766570818668698,1.75,28,0.965850772857666
0.8066183082759381,232000,0.2323818988559492,1212,0.005254757718357723,5.0,1.3454339814186096,192.16,0.0,-0.0014552996352631452,1.79,29,0.9545364058017731
0.7492263188958168,240000,0.18618275190967856,1211,0.004391759472200647,6.300000000000026,1.3550289058685303,209.03,0.0,-0.0008102330271503888,2.2,30,0.958221281170845
0.6492223705351353,248000,0.17976036104929968,1213,0.0033151610675849954,6.300000000000026,1.32844642162323,208.83,0.0,-0.0007559249438418192,2.19,31,0.9520773613452911
0.597997925132513,256000,0.15936254611247772,1211,0.00299795029553934,6.300000000000026,1.3498179399967194,216.92,0.0,-0.0005899715484702029,2.38,32,0.9737976276874543
0.6761832542717456,264000,0.1792270060697839,1214,0.0037758612487232314,6.0,1.3419766128063202,214.23,0.0,-0.0013706492866913322,2.21,33,0.9498337399959564
0.722240454852581,272000,0.1836955192300538,1212,0.004186362090258626,5.0,1.356042103767395,203.6,0.0,0.00033436388592235746,1.96,34,0.9574442458152771
0.6624499878287315,280000,0.16626563324024726,1209,0.0034707073090248742,5.0,1.3599836242198944,191.55,0.0,-0.0012379812961444258,1.7,35,0.9609102910757065
0.8953816562891006,288000,0.22408743210259552,1209,0.006554801270831376,6.0,1.3561767148971557,192.86,0.0,-0.0007656777440570295,1.79,36,0.9367846256494522
0.74478900000453,296000,0.2180940533233047,1210,0.004472379532235209,6.0,1.3449265348911286,204.76,0.0,-0.002127704449230805,2.06,37,0.9605446982383729
0.6764093400537967,304000,0.16911599602739988,1212,0.0038764391333097593,6.0,1.3546602034568787,214.87,0.0,-0.0011460517649538814,2.27,38,0.9555644321441651
0.912181025147438,312000,0.24637838375000282,1211,0.00627596950303996,5.0,1.3570304572582246,200.58,0.0,-0.0011498202567418049,1.86,39,0.9152133274078369
0.7009712275862694,320000,0.170794023726597,1211,0.0038961468017078005,5.0,1.3555539953708649,197.36,0.0,-0.0005749073711194797,1.8,40,0.9562380814552307
0.6529610633850098,328000,0.15151443759422778,1211,0.003262503274017945,5.0,1.3562320172786713,199.78,0.0,-0.0007451665980624967,1.86,41,0.9598390948772431
0.7732189589738846,336000,0.1922903672407672,1212,0.004540457591647282,5.0,1.3514931428432464,207.65,0.0,-0.0009265982794750016,2.04,42,0.9475183087587357
0.6644167865812779,344000,0.15791816278445325,1213,0.0036410979760694317,8.0,1.3519270634651184,216.88,0.0,-0.0012539854295027908,2.39,43,0.9671004009246826
0.782499076128006,352000,0.1958783324607271,1212,0.0050878508041205354,5.1000000000000085,1.3682063460350036,210.6,0.0,-0.0009093034231045749,2.2,44,0.9314493000507355
0.8242995777726173,360000,0.20694121957198314,1213,0.00548214957001619,5.0,1.3671232151985169,199.93,0.0,-0.00031040062953252345,1.81,45,0.9384648615121841
0.6936163921654225,368000,0.17912234441609612,1213,0.0038732640890521,5.0,1.3554350996017457,210.49,0.0,-0.00136337858508341,2.12,46,0.9523945820331573
0.568238679766655,376000,0.13655308892078113,1215,0.003225412946922006,5.0,1.359048810005188,215.03,0.0,0.0005157996533671394,2.26,47,0.9454869538545608
0.6437381386756897,384000,0.15228352958664654,1213,0.003487778350681765,5.0,1.3555773556232453,202.14,0.0,-0.0007555420045900974,1.85,48,0.9624426943063736
0.6652914924919605,392000,0.17453207952128355,1213,0.0037652126711327583,5.0,1.3470182716846466,199.14,0.0,-0.0002569025225238875,1.82,49,0.9651238840818405
0.7375271198153496,400000,0.18904772238623088,1213,0.0047275912985787726,5.1000000000000085,1.3443782651424407,205.54,0.0,-0.00027810063409560825,2.08,50,0.9531826609373093
0.8801089760661125,408000,0.22544035788122968,1215,0.006490693546948023,5.1000000000000085,1.3564011609554292,206.34,0.0,-0.0006467240529309492,2.15,51,0.9418615275621414
0.8413625799119473,416000,0.19142568597514942,1216,0.0055152414293843325,9.0,1.3480604577064514,222.75,0.0,-0.0016533296924899333,2.6,52,0.94670175075531
0.8248228472471237,424000,0.22770627519337974,1218,0.005330347476992756,6.1000000000000085,1.3470868825912476,229.29,0.0,-0.0018447685971113969,2.67,53,0.9560178166627884
0.9833039203286171,432000,0.2539326466485214,1219,0.007411454521352425,6.1000000000000085,1.3567914080619812,236.26,0.0,-0.0009364615823142231,2.82,54,0.9310785144567489
0.9468726089596748,440000,0.22798301506072577,1220,0.006593383623985574,6.0,1.3573116767406463,228.26,0.0,-0.0015016813547117636,2.67,55,0.9416612708568572
0.9368674850463867,448000,0.23098105092074522,1220,0.006483629086287693,8.0,1.3521288430690765,228.27,0.0,-0.0015236846834886819,2.73,56,0.9342574805021286
1.246708446741104,456000,0.35726525599716097,1221,0.01098766383016482,8.0,1.3347333991527557,224.9,0.0,-0.004260691992531065,2.68,57,0.8808051407337188
1.0048984974622726,464000,0.25829532833558094,1222,0.007613942079478875,6.200000000000017,1.3380889904499054,221.0,0.0,-8.966124383732676e-05,2.53,58,0.9250090128183365
1.0049124681949615,472000,0.2630073324857462,1223,0.007597440257086419,7.1000000000000085,1.3458649623394012,223.39,0.0,-0.0030942711944226178,2.6,59,0.9223764669895173
0.9528772762417793,480000,0.22847043226077493,1222,0.0069263506587594744,6.1000000000000085,1.3393384838104248,228.89,0.0,0.00020955145126208663,2.69,60,0.9352894204854966
0.8430495023727417,488000,0.20333470363908454,1222,0.0052228346309857445,6.0,1.3468078553676606,226.64,0.0,-0.00027107898436952384,2.6,61,0.9467710417509079
0.9027999705076217,496000,0.23359931700005235,1223,0.006476977053098381,6.0,1.342883688211441,220.63,0.0,-0.0010346433892846106,2.45,62,0.9405968856811523
1.278724072277546,504000,0.3293560860160011,1224,0.012096478557796218,8.0,1.315372543334961,222.45,0.0,-0.0013212623812432866,2.62,63,0.8632808184623718
1.043257767856121,512000,0.26446990411959737,1224,0.0078001245099585505,8.0,1.3358375823497772,227.42,0.0,-0.000725159460271243,2.79,64,0.9182697999477386
1.0274697387218474,520000,0.24678629554798234,1226,0.007701214487897232,7.1000000000000085,1.34616912484169,230.75,0.0,-9.539124206639827e-05,2.85,65,0.9296644192934036
1.0699774593114852,528000,0.2539781455433668,1228,0.008358566300012171,7.0,1.3442146873474121,233.76,0.0,-0.0014361718005966395,2.84,66,0.9194502329826355
1.1707092848420144,536000,0.2767261035799168,1229,0.009710389492101967,9.0,1.3443669450283051,258.01,0.0,-0.000527965319051873,3.5,67,0.9011220097541809
1.2818945154547692,544000,0.3368475514667054,1230,0.012188151041045784,9.0,1.3308866584300996,260.45,0.0,-0.0034235392278060316,3.61,68,0.8310871052742005
1.047362692952156,552000,0.26520096764714135,1231,0.007923769134795294,9.100000000000009,1.319816905260086,268.94,1.0,0.0005889533628942445,3.81,69,0.9267691081762314
1.2526191028952598,560000,0.3304584568131943,1234,0.011229474298888818,9.0,1.3027205669879913,261.29,0.0,-0.0030318955291295424,3.63,70,0.8969418114423752
1.0803736785054208,568000,0.2662081391809769,1234,0.008334519931231625,9.0,1.3291483104228974,259.53,0.0,-0.0009646725814764068,3.54,71,0.9106557446718216
1.116746610403061,576000,0.28277892247482567,1235,0.008623243368929253,9.0,1.3322484719753265,247.23,0.0,-0.0038806627334997757,3.34,72,0.9212742680311203
1.1906493663787843,584000,0.30096860397061576,1238,0.010112625181209296,9.0,1.3429225039482118,245.06,0.0,0.00065736383633066,3.29,73,0.9070444530248643
1.2223697322607041,592000,0.31888405066164255,1240,0.010547528176102787,10.0,1.3301807010173798,258.0,1.0,-0.003530023727580556,3.63,74,0.908639805316925
1.1390139442682266,600000,0.2891208688482913,1240,0.009301453905645757,9.100000000000009,1.3333635210990906,266.67,0.9000000000000004,0.00010654025478288531,3.81,75,0.9018483406305313
1.1380187314748764,608000,0.3045931267597645,1240,0.009047385088633746,9.0,1.328163776397705,272.19,1.0,-0.002531720144324936,3.88,76,0.9135613590478897
1.3744877505302429,616000,0.3460171997031595,1242,0.01330981835955754,9.0,1.3088387298583983,279.84,0.9000000000000004,-0.0038419151815469376,4.05,77,0.8563762730360032
1.271232185959816,624000,0.3348062307514499,1244,0.010926845099311322,9.0,1.3010012090206147,301.5,1.0,-0.004620165487285704,4.6,78,0.8900498753786087
1.398972560763359,632000,0.36706941319736486,1246,0.013441691750194877,9.100000000000009,1.27911337018013,296.36,1.0,-0.001458941018790938,4.57,79,0.8761136776208878
1.420648552775383,640000,0.39126152004594034,1248,0.013652948446106166,10.0,1.27270254611969,308.34,1.0,-0.005290527727629524,4.84,80,0.8540643101930618
1.3397210210561752,648000,0.3415285327789783,1250,0.012213691875804216,11.0,1.2886190521717071,303.6,0.0,-0.002775267713877838,4.71,81,0.8569857317209244
1.3745065361261368,656000,0.37382176942558615,1253,0.012743885116651654,9.100000000000009,1.294410834312439,296.03,0.0,-0.002043443071670481,4.49,82,0.8665615171194077
1.3181070005893707,664000,0.3413984260592025,1255,0.011859670272096992,9.0,1.3036161422729493,295.76,1.0,-0.00046289807083667257,4.48,83,0.8768266594409942
1.2416472071409226,672000,0.3164561044551861,1256,0.010628932886756957,10.100000000000009,1.314889930486679,299.1,1.0,-0.0010534580549574457,4.66,84,0.8881761062145234
1.1973032367229461,680000,0.30471452570190577,1257,0.009888827556278557,10.100000000000009,1.3179658961296081,298.99,0.0,-0.0004078481753822416,4.56,85,0.902462648153305
1.363871215581894,688000,0.3583359006305298,1258,0.012658518604002893,10.0,1.3060057973861694,295.89,0.9000000000000004,-0.0038865879434160887,4.5,86,0.8840340077877045
1.3229778039455413,696000,0.34685318797960846,1260,0.01164791605900973,9.100000000000009,1.3132776296138764,286.55,0.0,0.0007634129846701399,4.28,87,0.8880719989538193
1.5510943150520324,704000,0.43191270318354447,1262,0.01606453536543995,9.0,1.252344366312027,286.64,0.0,-0.005896770966937765,4.24,88,0.846918774843216
1.5343198508024216,712000,0.4181225535429757,1264,0.016126766484230757,9.0,1.266389684677124,291.84,0.0,-0.0034537614688451867,4.45,89,0.8309692901372909
1.5576297694444656,720000,0.433290232856811,1266,0.01629562275018543,9.0,1.2492913103103638,304.34,1.0,-0.003428441820142325,4.77,90,0.8051550441980362
1.4647078204154969,728000,0.3672258108473194,1268,0.014648280052933843,9.0,1.2765245425701142,315.22,1.0,-0.00278339275973849,5.21,91,0.8362155014276504
1.2615401601791383,736000,0.30441498938408856,1269,0.010939556518569588,9.100000000000009,1.2916883790493012,318.38,1.0,-0.002742895150440745,5.43,92,0.880951070189476
1.5208989906311035,744000,0.4198752213885968,1271,0.015928367231972516,10.0,1.2741075301170348,316.34,1.0,-0.006081285285472404,5.35,93,0.8492348712682724
1.6790692561864853,752000,0.4527951068645223,1274,0.018510510651394724,10.0,1.2331308007240296,305.34,1.0,-0.006596973348641768,5.18,94,0.8163712126016617
1.4598309808969498,760000,0.4024644329125933,1277,0.01442354711703956,10.100000000000009,1.2676652348041535,316.85,0.9000000000000004,-0.0013754328872710175,5.37,95,0.8660252737998962
1.596368482708931,768000,0.41895632799465526,1278,0.016812456361949443,11.0,1.2694274747371674,323.91,0.0,-0.004125414097798057,5.41,96,0.8290933978557586
1.575472240447998,776000,0.3813125493981067,1281,0.01637794984970242,11.0,1.2552334105968475,339.77,0.0,-0.004529932742007077,5.94,97,0.8272315406799317
1.47625115275383,784000,0.41590292005490154,1284,0.01498554422520101,11.0,1.2524465000629426,347.43,0.0,-9.890574612654746e-05,6.09,98,0.8467500102519989
1.5452046293020247,792000,0.412538698827684,1287,0.015988832174334677,11.0,1.2537844562530518,350.93,1.0,-0.0038119383802404628,6.26,99,0.8474334269762039
1.8633015930652619,800000,1.0536406259149929,1290,0.06913533042185009,11.0,1.1998497274704278,351.98,2.0,-6.504697958007455e-05,6.41,100,0.7972920334339142
1.7376431369781493,808000,0.45341820558586504,1292,0.019775453275069594,11.0,1.2451092064380647,364.83,2.0,-0.006984129527118057,6.88,101,0.7988403826951981
1.5282573479413986,816000,0.416369381834502,1294,0.015543648451566696,12.0,1.2280631399154662,363.57,2.0,-0.004612507194688078,6.78,102,0.8512749516963959
1.6424916672706604,824000,0.43459737733176224,1295,0.017721492485143243,12.0,1.238063039779663,370.73,2.0,-0.004200415803352371,7.02,103,0.8279260277748108
1.4953156512975694,832000,0.40413178147192746,1296,0.014846453601494431,12.0,1.2623931920528413,368.16,2.0,-0.0018286558834370225,6.89,104,0.880873818397522
1.4889349442720414,840000,0.42041597865994923,1298,0.01467040685005486,12.0,1.2406820142269135,354.6,0.0,-0.005949571757082594,6.39,105,0.8627362394332886
1.601505337357521,848000,0.4297778234233741,1301,0.017171692694537343,11.100000000000009,1.164578026533127,356.62,1.8000000000000007,-0.0034569176740478725,6.52,106,0.8311096233129501
1.733749583363533,856000,0.4676922542252786,1303,0.020070618889294563,11.100000000000009,1.187002398967743,359.3,2.0,-0.0038360521169306596,6.63,107,0.8106868916749954
2.0105388879776003,864000,0.7780761600526469,1304,0.04632677360321395,11.0,1.051721465885639,359.11,2.0,-0.007473749454075005,6.45,108,0.5657547467947006
1.791807090640068,872000,0.5275015934563922,1306,0.02147830291185528,11.100000000000009,1.1267814016342164,374.82,2.0,-0.005785486453678459,6.92,109,0.7748034816980361
